vehicle_id,vehicle_localmips,total_tasks,total_task_mips,tasks_completed_local,local_failed,tasks_from_others,other_task_mips,others_completed,others_failed,total_execution_time,total_computation_time,simulation_time,trust_factor,z_score,other_total_comp_time
925,1616.952692,358,266768.5449,78,0,280,210382.6211,257,23,164.982282,154.487185,6000,10912.03666,1.739383711,119.6154636
928,2317.6364,728,547945.4773,148,0,580,438295.0449,537,43,236.4242628,223.1253267,6000,16251.50728,0.544442633,175.8140089
931,2710.899797,555,415351.9955,137,0,418,315066.3368,416,2,153.215547,152.5809707,6000,11495.28991,0.348359075,115.5874755
934,2346.573194,535,401901.9418,376,0,159,119290.5733,159,0,171.2718542,171.2718542,6000,5083.607602,0.491809364,50.83607602
937,1317.108687,284,213021.405,55,0,229,170444.4225,116,113,161.7341128,98.20511928,6000,235.0029259,3.962622463,65.87902279
940,2039.544452,482,359617.4653,158,0,324,241497.4718,313,11,176.3224454,171.876313,6000,10951.52901,1.192432621,113.9614225
943,1083.987642,346,257670.354,100,0,246,182874.3952,119,127,237.7059886,150.4529482,6000,-580.0840893,4.47711354,81.45219952
946,2291.152279,548,408932.9523,157,0,391,291071.278,346,45,178.4835325,164.5343531,6000,9914.307823,0.986503765,113.0922576
949,1154.196385,358,272434.5342,78,0,280,212346.0916,147,133,236.0382841,149.5137568,6000,1092.838143,4.338958237,97.45290878
952,2330.357258,754,565569.9664,274,0,480,361197.1439,450,30,242.6966786,232.7735875,6000,13515.02857,0.811430794,145.0733768
955,2492.650203,583,434241.5096,295,0,288,217091.1796,288,0,174.2087634,174.2087634,6000,8709.251677,0.362736523,87.09251677
958,1301.560259,308,232683.3246,98,0,210,156713.8557,176,34,178.7726101,159.2788822,6000,8141.715446,3.221064139,100.9108824
961,1032.106146,245,185791.7331,63,0,182,138638.1381,118,64,180.0122341,132.7229144,6000,3974.682572,5.351697458,87.03614544
964,2635.938077,984,740897.6893,175,0,809,606194.4454,795,14,281.075529,277.0016905,6000,22182.52691,0.331807959,225.8991076
967,1131.152343,356,267521.5666,59,0,297,223729.0106,199,98,236.5035693,171.9828471,6000,6874.713095,3.685596123,133.2678532
970,1575.948251,368,271025.8214,79,0,289,212351.5453,260,29,171.9763458,159.0755233,6000,10894.36076,2.248749986,121.8444301
973,1012.189429,306,230357.2217,76,0,230,173880.9737,124,106,227.5831135,149.4819637,6000,1558.468884,5.826559046,93.68583862
976,3010.862112,834,624766.1231,170,0,664,493731.3999,664,0,207.5040636,207.5040636,6000,16398.33979,0.194045431,163.9833979
979,1635.624539,395,295832.3261,64,0,331,247534.6626,268,63,180.8681143,150.5130326,6000,9062.937482,2.249256899,120.9844566
982,1757.442888,529,397666.8729,121,0,408,308806.9805,271,137,226.2758441,167.9144791,6000,5899.107703,2.058770978,117.352442
985,1720.121575,551,407891.7567,179,0,372,271235.7266,334,38,237.1296091,220.7018884,6000,12482.8603,1.451684254,141.2563236
988,1333.827737,305,226000.5877,122,0,183,135684.2857,116,67,169.4376128,131.0947393,6000,2503.974721,4.224628751,63.38262069
991,1746.038314,532,395365.9399,119,0,413,304739.7811,363,50,226.4360047,205.2816157,6000,13222.33493,1.401776562,153.3777382
994,3362.202157,916,683848.9494,145,0,771,574738.0715,770,1,203.3931684,203.1277324,6000,17041.00901,0.170617651,170.6755261
997,1363.393476,327,245251.503,108,0,219,165496.6024,106,113,179.8831426,116.6282781,6000,-512.3932971,3.876050028,58.13093156
1000,1879.817707,434,330502.0534,70,0,364,277526.6804,346,18,175.8160125,168.4741132,6000,13295.10914,1.026459094,140.2929907
1003,2960.343617,681,509100.2583,90,0,591,440101.3314,575,16,171.9733667,168.1021436,6000,14092.3178,0.369823523,144.7944011
1006,2301.848966,503,381327.8978,118,0,385,294113.0717,364,21,165.6615632,158.6278883,6000,11370.51827,0.863046959,120.7388576
1009,1723.745758,406,303207.5548,70,0,336,251667.2926,299,37,175.9003921,160.1066544,6000,11441.27636,1.583571297,130.2065012
1012,1295.762256,409,303303.511,85,0,324,240189.1101,222,102,234.0734264,175.1016965,6000,6742.164802,3.022826168,126.3933779
1015,1090.40109,233,177069.545,56,0,177,136105.0581,107,70,162.3893691,112.4666114,6000,2497.557967,5.376208204,74.89833739
1018,1132.754924,361,274001.8733,63,0,298,224977.0615,216,82,241.88981,186.8346299,6000,8850.017482,3.557627303,143.5553549
1021,1767.488228,415,315746.1216,96,0,319,242422.5114,304,15,178.6411454,172.4776981,6000,12482.96122,1.101356251,130.9930596
1024,2994.94039,768,581839.2384,208,0,560,422069.1525,559,1,194.2740631,194.020355,6000,14041.99806,0.22427252,140.6736887
1027,1572.987904,509,382354.5338,125,0,384,290137.0587,293,91,243.0753172,200.5296034,6000,9935.821625,2.055559157,141.9039301
1030,3248.156611,962,719254.5478,174,0,788,585245.5515,778,10,221.4346886,219.0591185,6000,17542.66102,0.275460904,177.8021804
1033,2605.862162,751,559548.5475,147,0,604,451642.355,597,7,214.72684,213.0248934,6000,16991.3929,0.332776163,171.6158757
1036,1717.954176,699,521808.822,209,0,490,364779.887,383,107,303.7384985,256.7796107,6000,11841.6111,1.665371914,165.3749987
1039,2501.274807,806,607013.6023,122,0,684,513690.7327,650,34,242.681692,232.6030556,6000,18521.42966,0.594469547,195.292933
1042,1622.594564,378,285239.2955,125,0,253,190639.3635,181,72,175.7920936,141.0222684,6000,4795.079826,3.779448036,82.72062353
1045,2394.013473,530,398467.2421,69,0,461,346526.4898,440,21,166.4431912,159.8195048,6000,13149.97199,0.757005082,138.1234062
1048,2297.630061,550,415616.6917,70,0,480,361165.07,459,21,180.8892993,174.0125817,6000,14343.68263,0.697624059,150.3135439
1051,2562.806827,593,442770.9532,192,0,401,300535.9966,401,0,172.7679778,172.7679778,6000,11726.82987,0.298845855,117.2682987
1054,1882.885653,454,337552.2215,86,0,368,271298.7036,297,71,179.2738826,150.5718285,6000,8668.255106,1.655812973,115.3846052
1057,2919.441992,1120,841154.2556,164,0,956,714362.3151,905,51,288.1215856,275.5860049,6000,21962.02273,0.451749217,232.155808
1060,2352.90104,734,550553.8417,130,0,604,454382.4063,558,46,233.9893741,219.345105,6000,16382.72786,0.380641369,178.4715477
1063,2488.975343,563,421748.7063,120,0,443,333281.5673,424,19,169.4467193,163.8847146,6000,12277.91119,0.652309455,128.3411166
1066,1163.38523,253,187547.0063,53,0,200,149672.8148,79,121,161.2080001,82.64561662,6000,-2847.192623,4.586575116,50.09045728
1069,2706.660349,576,432767.1273,216,0,360,271953.1616,359,1,159.8897059,159.6603807,6000,10001.68901,0.350427265,100.2462153
1072,1221.793161,392,293950.7346,239,0,153,111939.3605,47,106,240.5896054,177.0463556,6000,-3546.758729,4.693790267,28.07566251
1075,2980.863759,795,601091.4317,178,0,617,466589.5829,613,4,201.6500855,200.50815,6000,15424.44446,0.287697998,155.3863801
1078,3245.556879,605,449205.5732,171,0,434,323484.0504,434,0,138.4063167,138.4063167,6000,9966.981399,0.231592335,99.66981399
1081,1832.311814,421,323792.1713,131,0,290,224331.5473,248,42,176.7123744,158.8126009,6000,8663.133283,1.997175633,104.5311063
1084,3148.874934,920,683403.3289,201,0,719,538476.3248,714,5,217.0309533,215.8901557,6000,16872.43468,0.250776095,169.8651445
1087,3080.601338,627,470583.3831,132,0,495,370952.0348,495,0,152.7569885,152.7569885,6000,12041.54625,0.22481064,120.4154625
1090,2364.540865,565,424567.6531,164,0,401,299332.7267,397,4,179.5560649,178.1648113,6000,12380.98181,0.531021182,125.2010718
1093,1439.620705,343,253886.8471,105,0,238,176188.509,183,55,176.3567628,148.5541391,6000,6678.01202,2.886734676,94.58274383
1096,1786.709883,688,507099.6979,160,0,528,389527.3227,441,87,283.8175927,246.9635973,6000,14430.57598,1.412546441,181.1597551
1099,2804.610615,830,619115.6969,182,0,648,484403.0889,639,9,220.7492525,218.149269,6000,16751.67324,0.343179214,170.116716
1102,3032.909721,626,474919.4295,256,0,370,278553.7533,367,3,156.5887129,155.7789632,6000,9022.423449,0.352784884,91.03398419
1105,1082.728496,327,245808.7459,229,0,98,72196.69028,44,54,227.0271328,191.4603571,6000,-445.3224261,8.515719755,31.11355144
1108,1872.242905,567,425719.6027,134,0,433,324926.5379,356,77,227.384813,196.7224116,6000,11222.45466,1.553234154,142.886948
1111,3099.052555,583,443280.9176,411,0,172,133169.8386,172,0,143.0375606,143.0375606,6000,4297.114563,0.366261291,42.97114563
1114,1406.539803,342,252003.7826,77,0,265,195238.749,216,49,179.165767,153.3192957,6000,8711.489531,2.725388937,112.9613666
1117,2089.207932,475,356950.7696,150,0,325,243996.9227,317,8,170.8545924,167.901482,6000,11088.29791,0.742759645,113.8360895
1120,3287.191294,1184,885765.4137,202,0,982,732807.08,982,0,269.4596494,269.4596494,6000,22292.80302,0.149829379,222.9280302
1123,2176.593293,472,349291.0877,99,0,373,275312.5225,364,9,160.4760471,157.6519537,6000,12083.96249,0.64676814,123.6637183
1126,2007.004131,608,455253.344,226,0,382,290013.1364,368,14,226.8322904,221.6575369,6000,13415.10109,0.836460864,139.3257644
1129,1584.693001,484,364253.9069,282,0,202,150459.1124,182,20,229.8577117,220.5620834,6000,7635.401823,2.03082579,85.64964652
1132,2175.251626,857,639176.1493,172,0,685,511950.0011,628,57,293.8400973,274.0447156,6000,19576.13196,0.884178153,215.5567013
1135,2287.225412,703,527482.9019,165,0,538,403353.6662,518,20,230.6213018,223.5663895,6000,16224.08158,0.628898519,169.2957281
1138,2520.158272,786,589358.4931,318,0,468,348678.2794,468,0,233.8577302,233.8577302,6000,13835.5707,0.279066353,138.355707
1141,3103.055984,655,489791.0232,161,0,494,372728.7794,494,0,157.8415039,157.8415039,6000,12011.66789,0.241211991,120.1166789
1144,1454.14197,345,261755.5883,65,0,280,211991.3878,247,33,180.0069,163.7438078,6000,11325.83345,2.287029133,129.5214268
1147,2121.052372,842,634321.4795,357,0,485,367109.6843,454,31,299.0597912,288.1529453,6000,15126.53368,0.598998178,162.1721828
1150,2366.914241,760,568482.2823,255,0,505,377408.7383,470,35,240.1786564,228.8872372,6000,13686.89625,0.510166731,148.1603817
1153,1924.666466,465,350299.1977,145,0,320,240262.1407,297,23,182.0051442,172.7453984,6000,10631.36392,1.275650455,115.573385
1156,1953.004782,453,341526.2099,96,0,357,269221.5573,335,22,174.8721832,165.9668769,6000,12003.93097,1.054448238,128.9446159
1159,2629.77532,823,612849.6663,245,0,578,430406.8467,577,1,233.0425956,232.7022567,6000,16298.60977,0.258264445,163.3264366
1162,1435.031572,346,262745.4722,77,0,269,206007.7245,217,52,183.0938617,154.8921667,6000,8715.284139,2.665047101,115.3545364
1165,3128.728578,821,615364.0987,368,0,453,339169.4555,453,0,196.6818416,196.6818416,6000,10840.4883,0.302798553,108.404883
1168,3093.865562,939,704055.3514,241,0,698,521936.4557,697,1,227.5649466,227.2853405,6000,16814.12195,0.237778694,168.4208256
1171,1183.203509,382,284823.6286,99,0,283,211516.9455,191,92,240.7224341,181.3190201,6000,5995.949928,4.054986292,119.3629132
1174,1230.955043,395,296526.7643,118,0,277,206658.6008,216,61,240.891628,203.3633436,6000,9282.819831,3.046577307,130.3564828
1177,2953.674942,809,609328.9534,219,0,590,445396.6334,590,0,206.2951968,206.2951968,6000,15079.4059,0.218381035,150.794059
1180,1510.61172,334,246220.3691,150,0,184,135658.8261,161,23,162.9938162,151.4921152,6000,6680.04996,2.330390037,78.30220054
1183,1136.057294,266,199942.9236,130,0,136,103247.4491,106,30,175.9972184,156.5409667,6000,5196.975205,4.173747888,71.42600371
1186,3028.229786,626,468611.8436,169,0,457,340040.8948,453,4,154.7477823,153.9084101,6000,11061.15767,0.30704708,111.4509489
1189,3056.686395,917,688486.0306,147,0,770,579385.4471,745,25,225.2393415,218.6724672,6000,17641.31568,0.41020454,182.9800311
1192,3373.945985,655,485192.661,190,0,465,344678.3092,465,0,143.8056991,143.8056991,6000,10215.88107,0.19656558,102.1588107
1195,1068.56567,226,172430.6479,48,0,178,135991.5025,139,39,161.3664493,134.427355,6000,7338.727242,4.197911303,100.3263667
1198,2477.137785,762,569130.5662,106,0,656,488972.0523,637,19,229.7532942,224.3426583,6000,18657.26944,0.245146745,191.9833303
1201,1346.728317,304,231479.7146,47,0,257,195684.4428,222,35,171.8830084,151.1979187,6000,10393.33984,2.445590376,124.6184881
1204,2490.420973,746,560904.3614,260,0,486,364590.9902,486,0,225.2247181,225.2247181,6000,14639.73337,0.263823845,146.3973337
1207,1015.851614,380,290918.8974,96,0,284,217113.0738,158,126,286.3793231,189.9178805,6000,2080.229958,4.793857496,117.2637422
1210,3153.172253,758,566873.1599,203,0,555,414016.519,555,0,179.7786846,179.7786846,6000,13130.15864,0.202484229,131.3015864
1213,3248.792225,624,463274.4014,221,0,403,298759.142,403,0,142.5989627,142.5989627,6000,9196.006431,0.228874489,91.96006431
1216,3189.418651,603,450208.7632,265,0,338,251615.7696,338,0,141.1569983,141.1569983,6000,7889.079393,0.303396527,78.89079393
1219,3298.434077,903,676358.1888,145,0,758,567323.5454,739,19,205.0543297,200.6289165,6000,16314.70162,0.31683102,167.5724294
1222,2953.480963,886,660525.6555,169,0,717,536992.686,702,15,223.6431058,219.6861963,6000,17390.30583,0.342828052,177.8599678
1225,2617.908681,673,498851.6354,331,0,342,251788.113,342,0,190.5534899,190.5534899,6000,9617.910465,0.30678546,96.17910465
1228,1624.960747,382,291512.2653,211,0,171,132243.1264,171,0,179.3964967,179.3964967,6000,8138.235135,0.688658576,81.38235135
1231,1409.757392,317,236268.3873,76,0,241,178945.0483,162,79,167.5950689,126.0065304,6000,4375.614524,3.290811657,85.34468371
1234,1234.287495,385,287514.9987,162,0,223,166607.212,130,93,232.9400565,175.9424029,6000,2098.719297,4.082608908,77.98484658
1237,2881.560874,612,462059.8474,166,0,446,336999.5433,440,6,160.3505418,158.8784878,6000,11400.62386,0.373626494,115.4782927
1240,2079.892605,786,589157.0522,95,0,691,518346.7404,612,79,283.2632083,254.2012139,6000,19109.40425,0.888651678,220.1560369
1243,1607.931646,394,294122.3995,78,0,316,233816.5112,292,24,182.9197156,172.0509721,6000,12367.69723,1.996871916,134.5457159
1246,1627.333249,462,346731.6373,70,0,392,293398.2661,318,74,213.0673834,178.9431075,6000,11204.53533,1.805107078,146.1696291
1249,1326.663124,436,329828.4646,330,0,106,78521.73974,34,72,248.6150844,206.869351,6000,-2430.406765,5.368632538,17.44166569
1252,3279.642868,762,571830.4173,168,0,594,445852.736,593,1,174.3575262,174.1224935,6000,13547.54487,0.216632522,135.7104814
1255,2339.233982,576,433849.7209,144,0,432,324493.8483,415,17,185.4665776,179.7936925,6000,12737.22249,0.858627769,133.0451101
1258,1634.830688,558,414291.9499,54,0,504,374505.784,330,174,253.4158142,174.5730479,6000,7139.371503,1.975261929,150.2364813
1261,1633.858571,386,289140.5209,39,0,347,260067.7649,285,62,176.9679004,149.6908542,6000,10461.98835,1.93506457,131.8969297
1264,1174.077985,383,289793.909,41,0,342,256976.196,179,163,246.8267974,142.7413794,6000,1070.405922,3.712283749,114.7894772
1267,2281.09391,501,378968.7241,48,0,453,343222.6053,445,8,166.1346438,163.6632761,6000,14552.13046,0.549702128,147.9926723
1270,2857.532113,566,425767.3081,114,0,452,341749.5602,452,0,148.9982584,148.9982584,6000,11959.60523,0.242293941,119.5960523
1273,3295.12284,631,472543.1605,185,0,446,335990.8141,446,0,143.406842,143.406842,6000,10196.60967,0.203101737,101.9660967
1276,1670.649296,517,386565.6935,62,0,455,341075.8758,409,46,231.3865,210.5237228,6000,16243.21204,1.293883877,183.2948976
1279,2382.686217,937,708757.2614,124,0,813,615163.9551,756,57,297.461435,279.415944,6000,22208.9869,0.578288262,240.13536
1282,1436.967895,448,332582.4908,100,0,348,257732.5998,252,96,231.4474053,182.7451833,6000,8195.419075,2.536539821,130.6564127
1285,2035.841767,638,482236.9765,208,0,430,327427.7286,351,79,236.8735057,208.0964989,6000,10327.76059,1.431038906,132.0546127
1288,2287.698592,537,398999.7669,99,0,438,323868.9818,427,11,174.4109859,170.9731753,6000,13469.41567,0.631902194,138.1319674
1291,3426.393212,1081,803563.9752,320,0,761,564282.9443,756,5,234.5218209,233.4319593,6000,16250.74301,0.206417153,163.5972917
1294,2984.45557,787,594486.5414,183,0,604,455631.5422,601,3,199.1943011,198.4214124,6000,15112.24502,0.261833881,151.8953389
1297,3298.301438,1097,818893.9453,192,0,905,675196.952,902,3,248.2774727,247.6384216,6000,20343.24024,0.193977586,204.0714535
1300,1677.932175,665,494969.3529,134,0,531,395474.6472,427,104,294.9876999,249.763295,6000,14524.28667,1.553479591,190.4672715
1303,2754.141929,815,611214.9243,187,0,628,472247.5094,625,3,221.9257177,221.0491728,6000,16971.50196,0.286469532,170.5915645
1306,1773.181852,691,520613.8498,95,0,596,449599.2375,452,144,293.6043189,231.6156288,6000,12957.76835,1.784799493,191.5663737
1309,3273.697951,827,623670.1456,257,0,570,433057.2514,569,1,190.5093735,190.2415625,6000,13174.81922,0.21060992,132.0160032
1312,2252.516824,533,398164.5824,100,0,433,322756.9255,423,10,176.7643101,173.4863315,6000,13673.12858,0.582680655,140.0092644
1315,3334.341436,614,457921.6695,128,0,486,362815.7835,485,1,137.3349665,137.1332254,6000,10840.83448,0.225291237,108.6100859
1318,3406.382285,612,463356.2729,207,0,405,306568.0996,403,2,136.0259167,135.5957567,6000,8913.782883,0.243777786,89.5679888
1321,2364.125813,939,710769.6706,309,0,630,479420.3768,628,2,300.6479887,299.9607169,6000,20141.51617,0.311818197,202.1024335
1324,1257.466992,284,214724.4991,165,0,119,90008.30875,90,29,170.7595511,154.0116635,6000,3808.328756,8.887389227,54.83117516
1327,2653.380391,621,463699.9415,114,0,507,380653.4174,479,28,174.7581851,166.7479389,6000,12743.93065,0.650121658,135.4495527
1330,2346.218617,539,408086.2073,198,0,341,259169.0559,341,0,173.9335816,173.9335816,6000,11046.24497,0.366209913,110.4624497
1333,1297.139532,313,232731.3694,59,0,254,188767.8885,149,105,179.4189165,118.8001976,6000,2428.884047,3.688648591,84.90755938
1336,1399.589094,327,247043.8427,97,0,230,173309.3333,166,64,176.5116945,142.1448749,6000,5509.508592,3.267437086,89.46190553
1339,1278.182684,282,211760.6123,59,0,223,171257.5122,145,78,165.6731975,118.6912045,6000,4002.117462,4.012450468,87.00316761
1342,1536.524176,356,270431.197,87,0,269,204743.3505,208,61,176.0019148,145.5284929,6000,7230.413519,2.616672652,102.777557
1345,2943.524833,1118,843275.6274,227,0,891,673402.5147,878,13,286.4849713,282.9971022,6000,22179.84535,0.271736722,225.2863227
1348,3479.169179,591,439202.0833,166,0,425,315724.6138,415,10,126.2376334,124.1506715,6000,8657.320515,0.426715925,88.66016701
1351,1695.601696,669,496987.2041,233,0,436,323964.4083,372,64,293.1037433,265.2751214,6000,13540.43771,1.436027702,163.232999
1354,2474.194224,584,435665.4218,193,0,391,293109.2439,391,0,176.08376,176.08376,6000,11846.6546,0.302635383,118.466546
1357,3281.168978,911,684897.731,300,0,611,457016.9796,610,1,208.7358912,208.4439903,6000,13870.10027,0.211634256,138.9929036
1360,2926.054746,623,461154.5587,240,0,383,283636.0344,375,8,157.6028471,155.7013955,6000,9313.172691,0.47966761,95.03317849
1363,2791.408244,849,633139.7349,204,0,645,482501.9081,639,6,226.8173193,225.2219832,6000,16966.18331,0.296986977,171.2571692
1366,2589.218112,566,429083.6114,176,0,390,296570.9612,381,9,165.7193766,163.1908111,6000,10948.36099,0.593685218,112.0121755
1369,2033.243134,613,461370.7831,110,0,503,377621.9128,471,32,226.9137298,216.2465972,6000,16438.96684,0.939539991,175.056801
1372,3085.554415,612,460683.505,141,0,471,352562.0157,471,0,149.3033157,149.3033157,6000,11426.21287,0.250311065,114.2621287
1375,2401.694504,530,399680.4911,116,0,414,313068.6684,413,1,166.416041,166.1135196,6000,12974.82007,0.320971957,130.0507221
1378,3182.858241,1008,752435.7677,217,0,791,588020.2462,789,2,236.4025384,235.8561641,6000,18365.32255,0.203544385,184.1995998
1381,1476.127601,559,418918.4656,118,0,441,331508.4027,276,165,283.7955644,199.8722945,6000,5673.323397,2.893374718,140.6565039
1384,1168.898275,252,187847.6017,53,0,199,148719.6634,171,28,160.7048327,143.2195927,6000,9226.014952,3.137590507,109.7453895
1387,2884.943337,653,489603.0897,411,0,242,182363.2206,242,0,169.7097768,169.7097768,6000,6321.206322,0.593152421,63.21206322
1390,3198.258229,802,596313.4076,280,0,522,389235.6133,522,0,186.4494249,186.4494249,6000,12170.23722,0.212087666,121.7023722
1393,1715.518822,385,286245.9613,76,0,309,230442.4586,249,60,166.8567885,140.509813,6000,8163.419246,2.259372285,107.981168
1396,1868.592954,466,345675.3554,163,0,303,225920.7627,294,9,184.9923252,181.0171667,6000,11295.38972,1.068771228,116.9290557
1399,2972.023981,1061,796972.2021,297,0,764,570837.8815,763,1,268.1580658,267.8599177,6000,19147.41197,0.194489961,191.7722677
1402,1822.617355,731,550084.6321,155,0,576,434475.0066,507,69,301.8102679,273.3174359,6000,18139.40516,1.265765021,209.8868836
1405,1790.938361,707,521785.8674,384,0,323,238556.5272,235,88,291.3477532,253.9816872,6000,5846.984333,2.187671238,95.83590928
1408,1871.29329,455,336943.4434,202,0,253,185892.6645,252,1,180.0591309,179.6612235,6000,9854.332443,0.478205288,98.94123179
1411,1336.051736,320,240495.4815,132,0,188,141975.4926,160,28,180.0046173,163.4660307,6000,7318.779304,6.863763441,89.72637962
1414,2624.428061,876,647612.7088,282,0,594,438589.7462,579,15,246.7633685,242.2453791,6000,15808.22411,0.633008693,162.6002306
1417,3273.126817,626,470035.8065,315,0,311,235187.3192,307,4,143.6045203,142.7056075,6000,7005.619408,0.404299849,70.95510696
1420,2576.74374,1025,768433.1091,297,0,728,542764.0428,728,0,298.218677,298.218677,6000,21063.95116,0.234492164,210.6395116
1423,3106.423798,893,673826.8929,248,0,645,487842.9882,592,53,216.9140261,204.2195714,6000,13165.43725,0.584277925,144.3488272
1426,3050.071208,1033,781566.9712,388,0,645,484343.9509,645,0,256.2454834,256.2454834,6000,15879.75879,0.203337032,158.7975879
1429,2639.973692,824,616735.635,220,0,604,453475.7476,604,0,233.614311,233.614311,6000,17177.28283,0.2151682,171.7728283
1432,1980.624006,431,323466.2373,71,0,360,270159.7386,318,42,163.3153169,146.9029245,6000,10357.65401,1.308156379,119.9889325
1435,2809.233291,616,463855.4339,197,0,419,315567.8762,419,0,165.1181606,165.1181606,6000,11233.23852,0.287237515,112.3323852
1438,1340.942053,315,240077.1584,73,0,242,185475.4483,234,8,179.0361916,174.1425068,6000,12852.99036,1.75374579,133.4235884
1441,3194.690899,512,384286.474,255,0,257,193406.2124,257,0,120.289094,120.289094,6000,6053.988273,0.295882444,60.53988273
1444,1584.500317,511,379810.1489,170,0,341,250062.5991,312,29,239.7034225,226.1537723,6000,13071.86542,1.538248518,144.2683044
1447,1920.168703,596,453403.4382,198,0,398,304880.0015,348,50,236.1268765,216.3206465,6000,11916.52562,1.376677896,138.9714863
1450,1224.387116,355,266198.9613,176,0,179,133029.7111,74,105,217.4140497,154.8965931,6000,-1638.487148,4.621583491,46.13258506
1453,1471.913465,454,343743.736,235,0,219,164598.5969,130,89,233.5352887,188.3204576,6000,2139.66108,3.480694957,66.61144187
1456,3087.940904,852,637917.3948,276,0,576,430292.8162,576,0,206.5834207,206.5834207,6000,13934.61953,0.202695945,139.3461953
1459,1836.878154,574,426222.8349,158,0,416,310184.5904,394,22,232.0365311,222.6999206,6000,15019.18665,1.01078601,159.5284771
1462,1175.840975,278,210041.4005,57,0,221,167818.1669,198,23,178.6307886,163.6732118,6000,11280.66691,2.898854795,127.7642458
1465,3320.93146,697,521552.8974,154,0,543,404815.0199,543,0,157.0501842,157.0501842,6000,12189.80352,0.214314921,121.8980352
1468,2303.167446,557,421557.5953,167,0,390,298446.421,390,0,183.0338458,183.0338458,6000,12958.08611,0.381593309,129.5808611
1471,1653.412407,524,391329.8853,101,0,423,315221.8851,303,120,236.6801432,182.7712881,6000,8283.156984,2.32664922,136.740425
1474,1186.682795,288,215013.8703,70,0,218,163267.4533,169,49,181.1890011,149.6680101,6000,7454.108062,4.245226416,106.0620716
1477,1631.128453,381,286803.6982,64,0,317,238235.2822,225,92,175.8314605,133.9928064,6000,6237.819217,2.601553055,104.2168462
1480,2585.350579,774,582939.348,230,0,544,410951.4464,532,12,225.4778724,221.5957188,6000,15118.95497,0.319272177,155.0717034
1483,3474.972301,628,465927.7094,234,0,394,293234.7134,394,0,134.0809851,134.0809851,6000,8438.476281,0.213010251,84.38476281
1486,2436.328843,579,437517.4937,232,0,347,262669.3812,347,0,179.5806403,179.5806403,6000,10781.35991,0.33864629,107.8135991
1489,1232.780213,390,295055.0338,110,0,280,212925.1471,162,118,239.34115,165.9509901,6000,2593.915201,3.851363326,99.3293119
1492,1263.777272,279,209233.893,93,0,186,141195.15,146,40,165.5623167,141.3766724,6000,6335.342192,5.607537853,87.53906627
1495,2077.055231,646,484491.8716,173,0,473,352947.5997,427,46,233.2590219,217.0888046,6000,13758.64861,1.08963327,153.7567034
1498,2250.397751,539,404619.4911,174,0,365,275714.2421,341,24,179.7991004,172.3800595,6000,10767.99229,0.926018289,115.0989638
1501,1094.928184,337,256095.0357,132,0,205,155307.848,61,144,233.892085,134.5552702,6000,-5683.067547,4.580509617,42.50613928
1504,3043.521386,867,656599.1559,562,0,305,229477.0617,305,0,215.7366658,215.7366658,6000,7539.853764,0.298705494,75.39853764
1814,1700.578934,545,412807.6591,146,0,399,304628.9953,315,84,242.745368,205.6187364,6000,10487.926,1.880129292,142.0058916
1817,2873.955041,579,430987.1043,168,0,411,305674.3202,411,0,149.9630642,149.9630642,6000,10636.01608,0.316161389,106.3601608
1820,3416.551213,611,453660.7754,153,0,458,339573.6634,458,0,132.7832505,132.7832505,6000,9939.077223,0.198836196,99.39077223
1823,1200.72525,289,213889.1953,89,0,200,147389.4943,173,27,178.1333368,162.0988845,6000,9068.148667,3.933422502,106.715939
1826,1809.690656,568,427370.6066,204,0,364,273381.3572,272,92,236.1567184,198.237366,6000,7522.653752,1.971964922,113.1458898
1829,1169.641098,278,209928.2991,77,0,201,151205.7934,182,19,179.4809532,166.437925,6000,10318.93202,5.029992668,116.2323484
1832,3385.746896,634,475766.7353,224,0,410,307055.4847,410,0,140.5204671,140.5204671,6000,9069.061988,0.248687142,90.69061988
1835,2933.0191,652,486973.4987,178,0,474,352822.1069,474,0,166.0314789,166.0314789,6000,12029.31501,0.229116682,120.2931501
1838,2764.242237,777,581516.6229,220,0,557,417596.4168,539,18,210.3710794,205.8692439,6000,14206.71763,0.461345054,146.5690118
1841,2197.041276,513,387360.3564,214,0,299,225815.1078,277,22,176.3100041,168.4080436,6000,8697.753796,0.402254605,94.87949846
1844,3118.835336,815,610715.5393,241,0,574,426748.9594,574,0,195.8152558,195.8152558,6000,13682.95897,0.196230862,136.8295897
1847,1229.830036,403,298286.2217,128,0,275,203175.0599,163,112,242.5426384,176.2709705,6000,3266.246817,3.666152244,98.93413608
1850,1026.366375,229,170515.6752,51,0,178,132729.5947,141,37,166.1352899,138.5978548,6000,7424.502764,5.38724092,101.7824627
1853,2751.595937,1078,806319.0836,294,0,784,585650.4743,781,3,293.0368782,292.2173116,6000,21120.11557,0.24101551,212.0207223
1856,2103.629939,646,486402.5247,163,0,483,364376.1091,464,19,231.2205753,224.7120066,6000,16019.58894,0.628059094,166.7044581
1859,2339.479724,558,420036.8029,188,0,370,280183.3814,353,17,179.5428268,174.3994374,6000,10947.63371,0.948932325,114.6197265
1862,1274.13142,307,228873.0344,62,0,245,183492.1443,220,25,179.6306336,166.1215001,6000,11699.52478,2.391504912,130.5043813
1865,2673.576878,631,471396.9196,98,0,533,397553.9172,496,37,176.3169496,166.1328668,6000,12832.92294,0.776847311,138.5133123
