vehicle_id,vehicle_localmips,total_tasks,total_task_mips,tasks_completed_local,local_failed,tasks_from_others,other_task_mips,others_completed,others_failed,total_execution_time,total_computation_time,simulation_time,trust_factor,z_score,other_total_comp_time
1868,1915.625046,610,455209.4849,136,0,474,353121.13,394,80,237.6297418,205.7769605,6000,12063.17277,1.450885539,152.4845089
1871,1471.69548,346,259551.3638,138,0,208,159932.2224,191,17,176.3621396,167.4922505,6000,9093.231084,5.254646469,99.80219999
1874,1653.093659,510,385960.949,197,0,313,236903.9205,252,61,233.4779684,205.6987342,6000,8775.096794,2.135020327,115.5302022
1877,1912.639736,453,335020.785,239,0,214,159625.1363,209,5,175.1614685,173.2204901,6000,7957.606883,0.9708639,81.51704728
1880,1379.634266,417,314973.073,100,0,317,238901.3418,207,110,228.3018629,168.8444145,6000,5424.790998,3.659768644,113.7053584
1883,1824.029276,547,413260.1804,151,0,396,296726.1557,322,74,226.5644449,196.1356572,6000,10181.86271,1.705591324,132.2474148
1886,2798.988819,611,457422.4409,141,0,470,351583.5349,467,3,163.4241758,162.7629199,6000,12428.83989,0.397004042,124.9496548
1889,1022.43675,320,241326.2128,63,0,257,194529.7243,136,121,236.0304565,149.0112994,6000,1622.257416,5.458108466,103.2417312
1892,3366.109859,653,483962.6748,169,0,484,358683.3186,483,1,143.7750683,143.6152623,6000,10623.7611,0.22126586,106.397417
1895,3478.280984,673,505585.2034,216,0,457,343052.8161,457,0,145.3549054,145.3549054,6000,9862.711426,0.216130845,98.62711426
1898,3364.755568,642,490543.993,227,0,415,315780.2315,415,0,145.7888941,145.7888941,6000,9384.938227,0.291502695,93.84938227
1901,2151.999617,594,449971.5799,140,0,454,343858.4701,453,1,209.0946376,208.775293,6000,15914.68738,0.358610188,159.4662183
1904,1895.429322,460,344395.1486,152,0,308,233055.2374,287,21,181.6977002,173.1848711,6000,10593.07796,1.273215932,114.4436087
1907,1296.673299,421,312769.4095,145,0,276,207032.4771,161,115,241.2091077,174.2345169,6000,2571.515116,3.611019036,92.68974195
1910,1443.705599,450,336769.5146,133,0,317,237895.1557,220,97,233.2674438,182.4888122,6000,6322.366992,3.289635778,114.0023015
1913,3328.385864,661,495515.8015,151,0,510,379750.2006,510,0,148.8757079,148.8757079,6000,11409.44037,0.198072261,114.0944037
1916,3261.145886,1151,857245.9639,212,0,939,701134.9257,936,3,262.8664874,262.272949,6000,21380.94153,0.169295366,214.4029537
1919,2891.563601,588,441971.4164,179,0,409,307569.2316,409,0,152.848589,152.848589,6000,10636.77906,0.248613154,106.3677906
1922,1694.263097,404,303407.5421,115,0,289,216810.452,219,70,179.0793547,148.012595,6000,6583.388576,2.668675941,96.90064542
1925,1889.210773,451,337903.7693,117,0,334,250510.9563,329,5,178.8597515,176.8249462,6000,12853.12404,0.69971386,130.5660457
1928,2130.033995,665,502065.656,200,0,465,353446.1285,423,42,235.7078137,220.8318475,6000,13618.25688,1.044486942,151.058535
1931,1189.640758,385,286614.6587,198,0,187,142316.8569,117,70,240.9253859,195.4725069,6000,2872.435391,4.631162963,74.17723286
1934,2053.720004,588,436577.3209,134,0,454,337521.0797,450,4,212.5787936,211.2093331,6000,16160.72796,0.464898726,162.9767401
1937,2462.800454,515,382843.0025,69,0,446,332601.819,430,16,155.4502728,150.3394148,6000,12482.85347,0.394087853,129.9393928
1940,1214.764966,290,216951.3585,83,0,207,153924.2224,142,65,178.595337,138.6759207,6000,4687.228168,4.854991366,86.79169797
1943,2282.59183,534,393595.0383,119,0,415,307618.8894,393,22,172.4333861,165.458103,6000,12081.68003,0.687828387,127.7920833
1946,1472.720584,468,352281.0071,144,0,324,242794.6069,242,82,239.2042394,196.8208821,6000,8009.456973,3.33732085,122.477927
1949,1991.143161,569,430396.5951,112,0,457,347387.0938,440,17,216.1555248,209.4341981,6000,16102.35027,0.768500385,167.7448294
1952,1511.153045,486,365509.3009,186,0,300,225705.5658,252,48,241.8744429,217.8245401,6000,10126.0027,2.272292185,125.3099298
1955,1978.165281,572,429855.6977,107,0,465,350028.1674,419,46,217.3001931,200.6112615,6000,14356.8002,1.063692985,160.2569336
1958,1199.985801,373,279866.6633,100,0,273,208323.4716,175,98,233.2249791,170.1637384,6000,4748.246573,3.78867252,110.5437065
1961,1170.538439,378,282664.7442,56,0,322,240345.985,189,133,241.4826671,156.2278056,6000,3481.970233,3.630204554,120.0745638
1964,1235.839651,291,217724.0278,67,0,224,167816.4053,152,72,176.1749816,132.2168694,6000,4787.51828,4.095260794,91.83329501
1967,1021.805634,389,289529.383,62,0,327,242246.1459,151,176,283.3507405,154.3904603,6000,-2084.401874,4.195112889,108.1162615
1970,1851.886544,436,322800.3465,62,0,374,277261.7223,323,51,174.3089216,153.7630812,6000,10862.68443,1.522527576,129.1726848
1973,2359.442324,893,664088.975,106,0,787,586870.1771,728,59,281.4601435,262.6260398,6000,21106.43729,0.648604082,229.8984766
1976,1735.374672,561,416867.8291,123,0,438,325665.9196,362,76,240.2177673,207.3300906,6000,12188.7821,1.685721173,154.7754977
1979,3107.896223,694,519494.9008,123,0,571,426332.9129,567,4,167.1532328,166.0726306,6000,13501.61279,0.278273419,136.0967301
1982,2538.918978,604,457231.703,79,0,525,398832.3519,482,43,180.0891273,167.8513107,6000,13261.18341,0.595537362,144.8496507
1985,2694.443324,832,628247.8437,148,0,684,518963.514,681,3,233.1642451,232.4889395,6000,19125.44843,0.246935541,191.92979
1988,1074.828312,254,193886.0975,56,0,198,149449.4249,163,35,180.3879701,157.1359512,6000,9254.088968,3.265411934,115.7929087
1991,3124.957452,588,441635.7002,126,0,462,346089.7109,461,1,141.3253483,141.1110424,6000,11032.16036,0.248654149,110.5359095
1994,2972.597654,571,421972.4439,152,0,419,308033.8356,415,4,141.9541065,140.914091,6000,10154.4432,0.353298337,102.5844475
1997,2143.35585,669,500329.5088,296,0,373,277584.9578,370,3,233.4327773,232.5570525,6000,12775.80566,0.471551151,128.6337814
2000,2942.377382,617,462705.9833,204,0,413,308838.8316,412,1,157.2558252,156.9594788,6000,10436.96527,0.265895041,104.6659992
2003,1218.422174,288,217531.3433,26,0,262,198925.6286,172,90,178.5352794,121.915259,6000,5002.49036,3.829959866,106.644924
2006,2993.060422,831,628326.582,179,0,652,488746.3821,614,38,209.9277974,200.4356889,6000,14430.89722,0.419188412,153.8010808
2009,1446.084748,541,410202.4114,116,0,425,321901.0459,276,149,283.6641574,205.2277908,6000,6572.905168,2.573395887,144.1654183
2012,1325.813146,329,247920.97,68,0,261,195721.3717,150,111,186.9954079,123.9334965,6000,2149.982413,3.601691564,84.5617355
2015,1209.137752,369,274886.2662,107,0,262,194543.7428,183,79,227.3407357,180.0123215,6000,6623.777798,3.517130365,113.5661922
2018,3221.389513,800,599042.9787,328,0,472,350824.4548,470,2,185.9579465,185.4865549,6000,10796.19156,0.236089753,108.4333073
2021,1606.774408,381,289100.6211,90,0,291,223128.4554,278,13,179.9260803,173.7321202,6000,12647.93995,1.295127926,132.6733596
2024,2316.925196,556,423159.7759,320,0,236,178998.4544,199,37,182.6385145,169.6019381,6000,5118.374563,1.754474817,64.22032199
2027,3059.71168,909,685302.1163,196,0,713,539119.1387,697,16,223.9760435,220.264022,6000,16877.52839,0.395892009,172.4873054
2030,2380.825873,782,584158.7997,160,0,622,463211.6887,580,42,245.3597326,232.0506805,6000,16794.11425,0.733120728,181.2501947
2033,2999.974176,651,490549.552,170,0,481,363367.3024,480,1,163.5179249,163.2998481,6000,12068.73231,0.266462988,120.9053999
2036,1533.664632,586,436258.4174,116,0,470,346241.424,333,137,284.4548986,217.9348566,6000,9272.076138,2.153317419,159.2408034
2039,2113.338046,508,383766.3707,82,0,426,320637.8356,401,25,181.5925149,172.7190838,6000,13397.41727,0.987392709,142.8476038
2042,1403.598747,566,423636.9482,205,0,361,268296.8631,196,165,301.8219767,212.4560635,6000,1241.743465,2.916085957,101.7833478
2045,2512.279035,812,605224.0864,306,0,506,377200.1776,506,0,240.9063953,240.9063953,6000,15014.26284,0.32416534,150.1426284
2048,2243.001769,540,407206.5726,327,0,213,161276.6509,213,0,181.545364,181.545364,6000,7190.215057,0.469002109,71.90215057
2051,3405.18004,886,658606.1995,212,0,674,502219.3961,674,0,193.413033,193.413033,6000,14748.68848,0.163563289,147.4868848
2054,1579.312426,516,382763.5218,101,0,415,310593.288,352,63,242.3608625,212.5395339,6000,13702.0956,1.406774512,166.8422846
2057,3454.983066,818,611734.5848,272,0,546,414592.2261,542,4,177.0586348,176.2444337,6000,11836.9936,0.253724614,119.1841371
2060,3013.700045,664,493789.4997,181,0,483,359346.6925,483,0,163.8482571,163.8482571,6000,11923.77102,0.224557598,119.2377102
2063,1827.173053,587,441307.1835,156,0,431,323391.2962,399,32,241.5245686,227.7711897,6000,14948.32079,1.472479131,163.2365869
2066,2415.3102,532,397002.3153,154,0,378,280597.5379,377,1,164.3690799,164.0318814,6000,11550.01374,0.373420298,115.8373359
2069,2532.382247,806,603826.0938,120,0,686,515218.8748,686,0,238.4419234,238.4419234,6000,20345.22534,0.235307436,203.4522534
2072,2419.694131,530,397804.9926,76,0,454,341375.7705,454,0,164.4030076,164.4030076,6000,14108.21996,0.288431378,141.0821996
2075,1849.563505,520,394139.9384,124,0,396,299458.8056,328,68,213.0988947,184.8498565,6000,10540.97494,1.561382709,133.6587876
2078,2738.6188,803,602063.8498,98,0,705,528528.0859,704,1,219.8421517,219.6014751,6000,19250.93929,0.236789508,192.7500696
2081,3460.795425,799,603094.1656,125,0,674,509751.8136,674,0,174.2646101,174.2646101,6000,14729.32523,0.178120415,147.2932523
2084,3378.553492,888,663131.008,136,0,752,562962.1858,752,0,196.2766046,196.2766046,6000,16662.81701,0.159824829,166.6281701
2087,1080.232166,254,190176.6731,31,0,223,167249.0212,199,24,176.0516665,158.9280335,6000,12057.96558,3.692448489,137.7032889
2090,3212.939399,817,612496.7199,236,0,581,433438.4097,581,0,190.634383,190.634383,6000,13490.40103,0.227886249,134.9040103
2093,1435.527919,455,345504.4578,114,0,341,259819.6959,296,45,240.6811134,216.4021208,6000,13243.44514,1.847140101,156.713444
2096,1394.786299,452,338262.8738,104,0,348,259114.8509,298,50,242.5194985,216.5057985,6000,13374.64717,2.061031011,159.7601717
2099,2975.645687,690,517605.0592,272,0,418,315282.3216,418,0,173.9471407,173.9471407,6000,10595.42549,0.272664919,105.9542549
2102,1126.617582,355,264301.9813,64,0,291,216073.9057,145,146,234.5977779,140.2930688,6000,318.0510422,4.144097779,97.4852195
2105,1726.976042,541,407544.0604,74,0,467,353518.0182,312,155,235.9870957,167.5436294,6000,6781.655482,1.963527207,136.2600211
2108,3437.543707,982,730170.4384,226,0,756,560556.0203,754,2,212.4105177,212.0282698,6000,16230.4273,0.17746919,162.686521
2111,3442.221279,606,449690.936,148,0,458,341594.8226,458,0,130.6397525,130.6397525,6000,9923.674131,0.199057285,99.23674131
2114,3038.50382,863,640887.251,430,0,433,319737.963,431,2,210.921983,210.4398759,6000,10426.45372,0.283792706,104.7466443
2117,1217.225734,382,287470.9898,138,0,244,186028.9612,119,125,236.1690045,157.8725275,6000,-376.2664518,4.327674354,74.53381246
2120,1321.575721,385,287377.6,99,0,286,213693.1082,225,61,217.450726,183.3068713,6000,9340.798823,2.651224762,127.5518429
2123,1672.499016,402,301234.6175,201,0,201,150587.2474,143,58,180.1104902,153.4939865,6000,3680.426384,2.957766475,63.42076751
2126,1745.564916,506,379762.7985,98,0,408,307111.7261,360,48,217.5586797,195.9462985,6000,13271.35387,1.727314578,154.32592
2129,2008.207562,475,358483.2708,146,0,329,249561.9967,308,21,178.5090733,170.838932,6000,10893.07347,1.188667503,116.600876
2132,3240.088749,641,482764.6225,156,0,485,366215.7402,485,0,148.9973454,148.9973454,6000,11302.64535,0.234583399,113.0264535
2135,1002.883792,419,313121.4214,86,0,333,249312.6827,178,155,312.2210407,197.4474956,6000,1904.869393,4.181920426,133.822239
2138,1260.995758,560,418409.7241,88,0,472,352979.4819,256,216,331.8089864,203.0801664,6000,2246.358889,2.80642973,151.1924088
2141,1936.87391,608,458139.8051,147,0,461,347674.4183,345,116,236.5356891,191.7867316,6000,9000.495107,1.637516453,134.7539086
2144,1012.766848,321,242530.9393,110,0,211,160102.3282,101,110,239.4736161,156.351948,6000,-815.9243433,4.615776959,74.96242461
2147,2768.567404,869,643787.4221,262,0,607,450473.2551,598,9,232.5344947,230.2727312,6000,15818.63477,0.357437454,160.4481111
2150,3080.240728,621,466865.6356,281,0,340,256644.4248,340,0,151.5679055,151.5679055,6000,8331.959979,0.258230823,83.31959979
2153,2573.567452,571,432715.7661,171,0,400,303042.5208,381,19,168.138498,162.8707287,6000,10721.6386,0.70686894,112.4841553
2156,2088.262516,495,376419.3216,190,0,305,231297.2694,305,0,180.2547901,180.2547901,6000,11076.06288,0.397455529,110.7606288
2159,1542.834505,337,255516.1839,165,0,172,130049.4298,146,26,165.6147714,153.3065845,6000,5967.616006,1.953753924,71.98434697
2162,1969.344484,710,532481.2371,159,0,551,411773.1303,519,32,270.3850146,258.0263529,6000,18437.41451,0.845287474,196.7328068
2165,2648.663886,559,413710.2194,190,0,369,271539.2789,369,0,156.1958169,156.1958169,6000,10251.9342,0.284241778,102.519342
2168,3318.829512,1089,812336.6568,459,0,630,468088.0936,630,0,244.7660098,244.7660098,6000,14104.01143,0.172512353,141.0401143
2171,3109.076876,663,493710.4313,218,0,445,330640.6527,440,5,158.7964695,157.4779278,6000,10370.98055,0.340165445,105.0283471
2174,2953.375347,646,489380.5896,109,0,537,408493.4694,519,18,165.7021313,160.9890742,6000,12888.79913,0.486787415,133.6010484
2177,1457.720964,352,265672.3571,62,0,290,218759.1435,276,14,182.25186,175.339542,6000,13624.46494,1.484748269,143.1569674
2180,2856.951216,1070,798495.4874,165,0,905,676183.1852,900,5,279.4921673,278.0882993,6000,23387.22538,0.172082014,235.2761219
2183,2315.329034,535,404982.3686,174,0,361,274095.6855,361,0,174.9135274,174.9135274,6000,11838.30382,0.329362281,118.3830382
2186,2044.28573,533,400077.7515,80,0,453,339954.4102,427,26,195.7053975,186.1553877,6000,14719.49387,0.933983614,156.7449485
2189,2207.689139,701,520277.209,154,0,547,405599.8121,513,34,235.665973,224.4487074,6000,16128.69018,0.920446514,172.5041674
2192,2485.409191,785,590797.6763,112,0,673,505977.8688,668,5,237.706402,236.1398441,6000,20044.61864,0.312786095,202.0127443
2195,1816.835074,442,331292.0923,200,0,242,183271.1417,226,16,182.3457159,175.5672685,6000,8731.695125,1.507778241,94.0953987
2198,3061.773762,624,466816.8376,196,0,428,321002.09,428,0,152.4661434,152.4661434,6000,10484.18711,0.235119253,104.8418711
2201,3467.374496,993,743041.4742,241,0,752,562226.0094,735,17,214.2951317,210.7628098,6000,15508.28284,0.286442321,158.6151503
2204,2614.660904,750,559929.0276,136,0,614,458216.2282,608,6,214.1497686,212.3943754,6000,17173.80297,0.330773733,173.493423
2207,1430.22152,557,418439.4866,82,0,475,358593.6071,305,170,292.5697039,203.5418341,6000,7267.018083,2.60810769,161.6980507
2210,2146.017404,515,382110.2297,138,0,377,280014.5458,377,0,178.055513,178.055513,6000,13048.10228,0.359940201,130.4810228
2213,2479.264051,930,692841.6388,135,0,795,589388.8943,777,18,279.4545577,274.1537777,6000,22712.57987,0.418620022,232.4265787
2216,2279.76447,536,401702.0123,155,0,381,285467.2996,381,0,176.2032954,176.2032954,6000,12521.78913,0.386994999,125.2178913
2219,2811.488485,888,657821.7222,151,0,737,547637.277,730,7,233.9763175,232.006039,6000,19084.49739,0.294704545,192.8152524
2222,2639.047058,556,414261.3229,79,0,477,354917.1666,459,18,156.9738295,151.9940973,6000,12452.7401,0.659255509,129.5071332
2225,2402.611049,571,423672.6177,204,0,367,269826.9607,367,0,176.3384123,176.3384123,6000,11230.57187,0.321798591,112.3057187
2228,3110.17693,800,598956.4376,403,0,397,300352.2926,397,0,192.5795384,192.5795384,6000,9657.080586,0.23243233,96.57080586
2231,1562.613181,342,255354.4022,66,0,276,204416.6895,206,70,163.4149803,128.7995243,6000,6158.629343,2.630691518,96.20174943
2234,2783.747834,1028,773372.4165,598,0,430,323796.9251,429,1,277.8169801,277.540038,6000,11576.30183,0.324112435,116.0399604
2237,2003.964584,478,358414.9027,100,0,378,281845.34,373,5,178.8529126,177.0437616,6000,13702.55707,0.5843544,138.8347217
2240,2448.834293,802,597517.6486,194,0,608,453415.1834,608,0,244.0008498,244.0008498,6000,18515.55185,0.256079818,185.1555185
2243,3155.732067,740,550240.477,192,0,548,405567.4099,533,15,174.3622289,170.9426385,6000,12167.85138,0.383799101,125.0981042
2246,3409.222166,564,421560.6945,168,0,396,295680.1979,394,2,123.6530428,123.1745557,6000,8577.254448,0.330917711,86.25103163
2249,3007.601768,853,636307.1759,386,0,467,353866.1474,467,0,211.5662993,211.5662993,6000,11765.72481,0.227396858,117.6572481
2252,2603.534953,864,640657.9856,173,0,691,512354.3382,644,47,246.0723583,233.1212001,6000,17088.94869,0.605800156,183.8406451
2255,2658.925706,626,469351.218,141,0,485,360900.9718,482,3,176.519117,175.6981149,6000,13408.98708,0.346895729,134.9108729
2258,2215.036309,527,393352.7662,104,0,423,316170.4901,423,0,177.582988,177.582988,6000,14273.82878,0.321643692,142.7382878
2261,2056.331089,484,362221.6812,63,0,421,313369.8539,392,29,176.1494942,164.9511034,6000,12999.59219,0.706836441,141.1943127
2264,1744.176306,523,394830.6216,212,0,311,231560.4054,305,6,226.3708206,223.6267171,6000,12727.38335,0.489631258,130.017937
2267,1160.073311,282,210370.1454,62,0,220,165738.9667,183,37,181.3421129,157.9563302,6000,9609.782498,4.193629306,119.4836076
2270,2458.700522,541,402892.0904,178,0,363,273814.2989,360,3,163.8638325,163.0117486,6000,10966.1286,0.470928077,110.5133698
2273,2346.918323,533,399921.0802,61,0,472,353940.67,444,28,170.4026409,161.6488459,6000,13330.32272,0.796983905,142.0570221
2276,1008.561521,240,180068.8086,48,0,192,144677.7711,108,84,178.5402326,115.5339979,6000,1743.71546,5.671081271,80.44338935
2279,2246.415646,522,394944.5699,61,0,461,349743.8846,437,24,175.810995,167.8309455,6000,13972.96485,0.84607069,147.709698
2282,2565.230526,631,467829.8199,111,0,520,384411.023,455,65,182.3734027,164.6609412,6000,11442.94541,0.880594884,132.1419157
2285,2771.543337,593,443415.9289,194,0,399,296140.5471,399,0,159.9888131,159.9888131,6000,10685.04119,0.297194031,106.8504119
2288,2873.026448,589,443353.0022,79,0,510,384671.6992,477,33,154.3156703,145.9972939,6000,11725.40087,0.608417035,125.5723852
2291,1230.594444,493,372043.5508,101,0,392,295774.8757,247,145,302.32832,214.0303412,6000,6375.526216,3.488679704,152.053241
2294,1447.33297,328,240528.0329,41,0,287,210649.1062,192,95,166.187075,118.4670206,6000,5010.283841,3.026968777,97.82289285
2297,2863.121067,1013,751190.6048,350,0,663,492364.2929,658,5,262.3677404,260.8932481,6000,16901.86974,0.379328132,170.4931897
2300,1979.255085,470,350728.9598,88,0,382,284457.5381,328,54,177.2025054,156.3973324,6000,10210.91474,1.462094803,122.9143204
2303,1043.512424,410,311702.3112,209,0,201,154085.6387,163,38,298.7049353,271.3361672,6000,9292.303318,4.111003477,120.2918013
2306,3207.274952,1115,842197.1841,313,0,802,608817.5335,801,1,262.5896428,262.4152141,6000,18947.50718,0.172629908,189.6495005
2309,3048.521089,926,697486.1005,265,0,661,499583.0926,660,1,228.7949075,228.5038979,6000,16329.51784,0.212507639,163.5861879
2312,1993.818215,598,447658.4682,148,0,450,338263.078,446,4,224.5232113,223.1220639,6000,16685.36326,0.476085713,168.2547799
2315,2003.457104,610,455079.2511,154,0,456,339255.8384,429,27,227.1469902,217.1788865,6000,14939.90071,1.14953781,159.3671108
2318,3479.497854,879,664348.5266,264,0,615,463359.5465,611,4,190.9322995,190.2144297,6000,13173.27707,0.248129815,132.4506406
2321,2067.786619,804,602112.7585,248,0,556,419874.3183,478,78,291.1870852,262.9225011,6000,14652.57865,1.106101994,174.7903706
2324,1396.320658,341,254902.0154,97,0,244,183085.8649,228,16,182.552635,174.5975853,6000,11521.01155,1.371937481,123.1651653
2327,2761.908509,800,601453.1785,247,0,553,417387.6325,542,11,217.7672347,214.6833576,6000,14495.51491,0.249897812,148.0390262
2330,3052.983849,912,682354.7372,233,0,679,507147.8366,677,2,223.504208,223.0082253,6000,16512.35011,0.220538995,165.6194838
2333,2562.234846,607,457810.7931,168,0,439,333011.577,420,19,178.6763589,172.9242007,6000,11846.48694,0.308889554,124.2170276
2336,3169.514634,810,600447.7992,302,0,508,374578.4981,508,0,189.4447159,189.4447159,6000,11818.16591,0.210988125,118.1816591
2339,1949.425242,419,320890.2418,62,0,357,275140.0831,326,31,164.607616,152.6828842,6000,11728.96152,1.268291337,129.2143471
2342,2626.951182,570,424619.0127,313,0,257,190658.3062,257,0,161.6394761,161.6394761,6000,7257.778808,0.393739424,72.57778808
2345,3322.045833,660,494464.5799,291,0,369,277670.6935,369,0,148.8433949,148.8433949,6000,8358.424519,0.251964108,83.58424519
2348,3334.178021,616,464560.1249,202,0,414,311860.2065,414,0,139.3327297,139.3327297,6000,9353.435975,0.243729844,93.53435975
2351,3375.69434,734,550375.891,253,0,481,359476.7792,473,8,163.0407957,161.2082339,6000,10282.46066,0.28125601,104.6571683
2354,2845.578918,662,496851.7558,264,0,398,299952.3477,375,23,174.6048063,168.5620038,6000,9332.435075,0.292767685,99.36715323
2357,1807.488968,571,421819.6187,174,0,397,294377.4061,302,95,233.3732743,194.0699746,6000,8425.879633,1.77380898,123.562096
2360,3462.684422,860,644927.0698,320,0,540,405233.1459,540,0,186.2506054,186.2506054,6000,11702.86103,0.200444159,117.0286103
2363,1107.413789,260,193910.1564,57,0,203,152297.1595,191,12,175.1018077,166.8180362,6000,12095.75276,3.141211755,129.2412991
2366,2540.207738,593,444429.4883,131,0,462,345379.1269,462,0,174.9579303,174.9579303,6000,13596.49141,0.300634585,135.9649141
2369,2579.561896,549,409374.3416,271,0,278,207979.5647,278,0,158.6991738,158.6991738,6000,8062.59253,0.375610888,80.6259253
2372,1857.650413,718,548283.3983,222,0,496,380001.2938,413,83,295.1488581,260.4544762,6000,13517.14113,1.478780859,169.8657932
2375,1393.726837,433,324197.6483,76,0,357,266779.5414,278,79,232.612044,191.011018,6000,10821.24593,2.584790434,149.8134853
2378,2395.786157,560,421803.3319,94,0,466,350418.1382,454,12,176.0605097,172.3877487,6000,13891.88419,0.551311428,142.5916029
2381,2619.447816,824,615931.6868,332,0,492,369834.2864,482,10,235.1379871,232.4027778,6000,13571.74624,0.46758764,138.4526717
2384,3326.272298,665,497452.2662,227,0,438,325765.9166,438,0,149.5524785,149.5524785,6000,9793.723645,0.206722541,97.93723645
2387,1199.136486,394,290008.6086,134,0,260,190790.3101,159,101,241.847873,180.5316243,6000,3647.391995,3.776178644,97.7901686
2390,1333.591456,318,238846.9496,138,0,180,135896.8814,163,17,179.1005397,169.8017521,6000,8330.535825,1.9182919,92.60414585
2393,2218.034913,739,551408.3237,163,0,576,433330.668,532,44,248.6021841,233.8146538,6000,16579.18679,0.839491246,180.5793982
2396,1117.510331,265,202707.504,90,0,175,133671.8276,158,17,181.3920628,169.2242196,6000,9528.005595,3.15029122,107.4478991
2399,1419.344695,305,229768.733,151,0,154,115941.7979,127,27,161.8836734,147.6641991,6000,5324.790178,3.358208172,67.46737614
2402,2250.386027,697,522600.1593,101,0,596,444175.9576,589,7,232.2268948,229.8995921,6000,19272.30675,0.373918485,195.0503703
2405,2396.595089,536,399941.7793,86,0,450,336033.4277,419,31,166.8791617,157.159843,6000,12077.42126,0.822167732,130.4935313
2408,1151.427237,272,203028.1823,110,0,162,121634.4454,100,62,176.3274098,135.2413498,6000,2346.585824,5.312754435,64.55191822
2411,2892.412219,882,666221.9638,367,0,515,387338.9626,504,11,230.3343761,227.6705546,6000,12858.79034,0.400917383,131.2517249
2414,3223.050072,591,442750.0092,185,0,406,303932.0791,403,3,137.3698824,136.6541174,6000,9286.799152,0.315803317,93.58375644
2417,2981.429664,607,460683.8108,285,0,322,242452.1124,322,0,154.5177524,154.5177524,6000,8132.075536,0.285441038,81.32075536
2420,3490.170124,709,529333.8334,214,0,495,368593.9145,495,0,151.6641925,151.6641925,6000,10560.91541,0.189526824,105.6091541
2423,2354.840436,715,536037.2218,155,0,560,417654.3741,528,32,227.632078,218.2242551,6000,15854.43009,0.60003898,167.9521238
2426,2412.962696,920,692582.4282,137,0,783,590145.3133,737,46,287.0257503,272.7936537,6000,21610.87189,0.562538476,230.3408155
2429,1344.923891,400,302475.4503,76,0,324,245130.6981,210,114,224.901537,161.8029687,6000,5606.648413,3.619371711,119.1650524
2432,3242.353318,579,437253.7156,235,0,344,257622.0697,344,0,134.8568995,134.8568995,6000,7945.52735,0.236146527,79.4552735
2435,2790.293649,624,466310.2607,166,0,458,343065.0369,458,0,167.1187048,167.1187048,6000,12294.94383,0.252387735,122.9494383
2438,1133.796591,344,256427.1046,59,0,285,212324.6091,228,57,226.1667627,187.2277614,6000,10939.06933,3.380582621,148.3296946
2441,3301.074497,1047,783594.8141,416,0,631,474118.2798,631,0,237.3756832,237.3756832,6000,14362.54408,0.181544262,143.6254408
2444,3039.62984,977,735658.7472,159,0,818,617965.5121,818,0,242.0224784,242.0224784,6000,20330.28838,0.168197103,203.3028838
2447,1944.259137,458,342571.2869,144,0,314,233683.7685,306,8,176.1963107,173.3843709,6000,11456.77986,0.934991781,117.3797384
2450,2340.620978,749,562105.0904,129,0,620,465505.4422,609,11,240.1521201,236.0799489,6000,19073.6829,0.486227281,194.8090002
2453,3339.57131,756,570289.8983,178,0,578,434946.9617,575,3,170.7673966,170.1092568,6000,12892.40781,0.23123034,129.5822179
2456,3296.998418,876,656344.3453,157,0,719,534414.198,719,0,199.073297,199.073297,6000,16209.11297,0.158370951,162.0911297
2459,3003.756986,643,483396.3285,183,0,460,344734.7203,459,1,160.9305716,160.6267865,6000,11416.02763,0.261180499,114.4640613
2462,2955.133471,603,444180.074,111,0,492,360461.8912,491,1,150.3079567,150.0722529,6000,12150.68023,0.253660898,121.7425062
2465,2233.087941,879,666001.9568,240,0,639,485433.9776,622,17,298.2426015,292.2982009,6000,20549.35817,0.518453727,211.4379822
2468,2506.715912,518,393927.7356,86,0,432,330276.5281,387,45,157.1489349,142.9323562,6000,10332.35074,0.833292267,117.5400861
2471,3490.773797,649,489183.9855,118,0,531,397758.6295,531,0,140.1362603,140.1362603,6000,11394.56902,0.185805543,113.9456902
2474,1442.396568,339,253605.8448,98,0,241,180583.9125,221,20,175.8225514,165.3766209,6000,10430.52702,1.862933783,114.7512007
2477,2213.567688,496,370017.7707,91,0,405,303184.3823,387,18,167.1590043,161.0788671,6000,12480.61188,0.67833633,130.886256
2480,1849.521298,446,329536.9197,90,0,356,262778.1812,319,37,178.1741687,163.8429981,6000,11341.6683,1.282335199,127.7478536
2483,1082.659002,331,245534.5521,52,0,279,205886.7966,157,122,226.7884456,142.7614947,6000,2211.38206,4.260145406,106.1407715
2486,1725.630556,686,515421.0012,174,0,512,385114.9184,435,77,298.6856019,265.2050644,6000,15621.23714,1.310006333,189.6929089
2489,2882.287557,597,448193.2907,173,0,424,316257.0706,421,3,155.4991588,154.6773545,6000,10808.07211,0.35072716,108.9025254
2492,1656.468015,513,381352.5944,149,0,364,273588.1305,306,58,230.2203187,203.8166242,6000,11235.61566,2.046337918,138.7598511
2495,3455.38118,1058,805485.2929,321,0,737,556553.4991,725,12,233.1104011,230.8713314,6000,15659.04867,0.272443639,158.8295564
2498,2597.889784,611,458707.1168,175,0,436,326128.6972,407,29,176.5691214,168.1059254,6000,10860.961,0.74377298,117.072806
